MSTRG.14938	unknown
MSTRG.80520	unknown
MSTRG.50321	unknown
LOC111113029	GO:0008233
MSTRG.23258	unknown
LOC111112400	GO:0006464;GO:0016301;GO:0043167
MSTRG.17476	unknown
LOC111115217	unknown
LOC111111290	unknown
LOC111135484	unknown
LOC111111006	unknown
MSTRG.76119	unknown
MSTRG.46497	unknown
LOC111108743	unknown
MSTRG.32814	unknown
MSTRG.56542	unknown
LOC111110296	unknown
MSTRG.71709	unknown
LOC111110897	GO:0043167
LOC111137662	GO:0003674
LOC111119205	unknown
MSTRG.27138	unknown
MSTRG.20439	unknown
MSTRG.68703	unknown
LOC111105839	unknown
MSTRG.64106	unknown
MSTRG.74306	unknown
MSTRG.44827	unknown
LOC111132173	unknown
MSTRG.68767	unknown
MSTRG.59051	unknown
LOC111114066	unknown
MSTRG.31944	unknown
MSTRG.23511	unknown
LOC111111721	unknown
MSTRG.51648	unknown
MSTRG.8917	unknown
MSTRG.35280	unknown
LOC111126391	GO:0006629;GO:0016491;GO:0016853;GO:0042592;GO:0044281
MSTRG.8579	unknown
MSTRG.35083	unknown
MSTRG.29945	unknown
MSTRG.41024	unknown
LOC111124804	GO:0003674;GO:0005886;GO:0032991
MSTRG.71322	unknown
MSTRG.32267	unknown
MSTRG.14958	unknown
LOC111120952	GO:0003735;GO:0005739;GO:0005840;GO:0042254
MSTRG.64168	unknown
MSTRG.7523	unknown
LOC111100611	unknown
MSTRG.18079	unknown
LOC111118245	GO:0007165;GO:0009058;GO:0030154;GO:0034641
MSTRG.52210	unknown
MSTRG.37869	unknown
MSTRG.30427	unknown
MSTRG.27893	unknown
MSTRG.83391	unknown
MSTRG.80817	unknown
MSTRG.20700	unknown
MSTRG.35389	unknown
MSTRG.12596	unknown
MSTRG.38668	unknown
LOC111130096	unknown
MSTRG.61619	unknown
MSTRG.14049	unknown
LOC111106698	GO:0003674
MSTRG.12512	unknown
LOC111112734	GO:0003674;GO:0005575;GO:0007165
MSTRG.24280	unknown
MSTRG.75639	unknown
MSTRG.3660	unknown
MSTRG.32021	unknown
LOC111125213	unknown
MSTRG.40877	unknown
MSTRG.84017	unknown
MSTRG.5984	unknown
MSTRG.55945	unknown
MSTRG.41444	unknown
MSTRG.128	unknown
MSTRG.70480	unknown
MSTRG.46223	unknown
MSTRG.16901	unknown
MSTRG.5810	unknown
LOC111127630	unknown
MSTRG.39636	unknown
MSTRG.27624	unknown
MSTRG.52020	unknown
MSTRG.78638	unknown
MSTRG.55283	unknown
MSTRG.17326	unknown
MSTRG.7763	unknown
MSTRG.34174	unknown
LOC111109893	unknown
MSTRG.18033	unknown
MSTRG.79916	unknown
MSTRG.50495	unknown
MSTRG.77421	unknown
LOC111115792	unknown
MSTRG.51659	unknown
LOC111119138	unknown
LOC111110645	unknown
MSTRG.83158	unknown
MSTRG.79427	unknown
MSTRG.83291	unknown
MSTRG.22589	unknown
MSTRG.68384	unknown
MSTRG.48995	unknown
MSTRG.56237	unknown
MSTRG.44396	unknown
MSTRG.71656	unknown
LOC111105370	GO:0003674
MSTRG.45866	unknown
LOC111130072	GO:0006457;GO:0022607;GO:0043167;GO:0051082
MSTRG.54239	unknown
LOC111102820	unknown
MSTRG.54877	unknown
MSTRG.71907	unknown
MSTRG.28826	unknown
MSTRG.36962	unknown
MSTRG.34296	unknown
MSTRG.65479	unknown
MSTRG.43467	unknown
MSTRG.35190	unknown
LOC111134905	unknown
LOC111135403	GO:0006464;GO:0008168
LOC111127725	GO:0003674
MSTRG.8549	unknown
MSTRG.35597	unknown
